id,РУССКИЙ ТЕКСТ,ENGLISH
932906,"На моих просторах появился еще один Дух зимы и я не могу отличить, кто есть кто, помоги мне, пожалуйста, разобраться с этим.",
932908,"Хорошо, разберусь с ними.",
932911,"Конечно, ваше величество!",
932913,"Помогите Снежной королеве понять, кто же настоящий Дух зимы.",
932914,квест взят - разрешить\nДва духа зимы - Первый вопрос пройден - запретить,
932945,Два духа зимы - Первый вопрос пройден - разрешить\nВторой вопрос пройден- запретить,
932946,Второй вопрос пройден - разрешить\nПодсказка от духа зимы пройден - запретить,
932947,подсказка пройдена - разрешить\nтретий вопрос пройден - запретить,
932948,третий вопрос пройден - запретит\nквест сдан - запретить,
932949,осколки ледяного зеркала пройден - разрешить\nСдан - запретить,
932951,Первый Дух Зимы,
932965,квест два духа взят - разрешить\nквест два духа сдан - запретить,
932966,Два духа взят - разрешить\nДва духа сдан - запретить,
932967,два духа взят - разрешить \nдва духа сдан - запретить,
932969,Второй Дух Зимы,
932975,осколки ледяного зеркала - разрешить\nДва духа взят - запретить\n\n,
933005,"Да, ты прав{|а}. Я настоящий Дух зимы. Держи награду от Снежной королевы.",
933007,"Да, ты не прав{|а}. Я не настоящий Дух зимы. Держи награду от Снежной королевы.",
933013,Ик духи зимы,
933018,два духа взят - запретить\n,
933024,Только 1 питомец,
933025,Регалия -LR-,
933033,Эффект январского накопителя магии,
933034,<p>У вас есть шанс раздобыть обычные накопители магии при победе над опытными монстрами.</p>,
933036,эффект аватара есть - разрешить,
933037,кольчуга СПАРТЫ,
933045,"Homo proponit, sed deus disponit",
933046,"Человек предполагает, Бог располагает",
933054,Clavus clavo pellitur,
933055,Клин клином вышибают,
933062,Клык Уух Туума,
933070,броня СПАРТЫ,
933078,Эффект Печати -bud-,
933082,Печать -bud-,
933088,Эффект Печати Императора,
933089,"<p><span style=""text-align: justify;"">Увеличивает базовый урон на 10%, здоровье и оглушение на 20%.</span></p>",
933092,Печать Императора,
933098,Оружие Теньки,
933113,Ветеранский улучш. амулет Demon-Prizrak,
933121,Оплечье,
933129,Nakapitel Dus,
933144,Перстень «Мудрость Зака»,
933151,Перстень «Разум Зака»,
933158,Магический Амулет Зака,
933164,Амулет Брабус,
933170,Кольцо Брабус,
933177,Перстень Брабус,
933184,Шлем Брабус,
933192,Иной шлем -Scorpio-,
933200,Улучшенный амулет Honey Bunny,
933206,Броня Брабус,
933214,Кольчуга Брабус,
933222,Бродень,
933230,Портки,
933245,Марьина котомка,
933259,LittleStaR,
933266,LittleStaR-,
933273,-LittleStaR,
933279,Наплечники Брабус,
933287,Перчатки Брабус,
933295,Поножи Брабус,
933303,Сапоги Брабус,
933311,Зерцало,
933319,Эффект Печати Rdx1,
933323,Печать Rdx1,
933329,Эффект Печати патогенная культура Dreiser,
933333,Патогенная культура Dreiser,
933339,Эффект Печати Никак,
933340,"<p>Увеличивает базовый урон и ослабление на 10%, ярость на 20%.</p>",
933343,Печать Никак,
933344,"<p>Увеличивает базовый урон и ослабление на 10%, ярость на 20%.</p><p><font color=""#0000ff"">Эту печать вы можете наложить не только на себя, но и на своего союзника.&nbsp;Время действия наложенной печати - 24 часа. Однако, при повторном наложении той же печати, время суммируется. На одну и ту же цель не может воздействовать более, чем один тип печати единовременно.<b><br />\n<br />\n</b></font><font color=""#FF0000""><b>Печать можно наложить только на игроков не ниже 7 уровня.</b></font></p>",
933351,Коэффициент прибавки очков обсерватории,
933352,Применить на помощнике,
933353,Проверять на помощнике,
933354,Нельзя дарить себе,
933355,Значение хар-ки с пользователя,
933356,Этот подарок можно подарить только другому игроку,
933357,ЯРКАЯ РЕГА,
933364,ЯРОСТНАЯ РЕГАЛЬКА,
933371,Усиленный ЗВездный Казнокрад,
933393,Лохматый аватар 2021,
933394,"<p>Украсив своего персонажа аватаром <a href=""https://tmgame.ru/files/avatars/00000240_info.png"">символа текущего года</a>, вы получите заряд хорошего настроения, которым сможете одарить окружающих друзей и близких.</p><p>Этот образ не входит в медаль &ldquo;Мастерство перевоплощения&rdquo;.</p>",
933402,Романтический аватар 2021,
933403,"<p>Украсив своего персонажа аватаром <a href=""https://tmgame.ru/files/avatars/00000241_info.png"">символа текущего года</a>, вы получите заряд хорошего настроения, которым сможете одарить окружающих друзей и близких.</p><p>Этот образ не входит в медаль &ldquo;Мастерство перевоплощения&rdquo;.</p>",
933407,Юный аватар 2021,
933408,"<p>Украсив своего персонажа аватаром <a href=""https://tmgame.ru/files/avatars/00000242_info.png"">символа текущего года</a>, вы получите заряд хорошего настроения, которым сможете одарить окружающих друзей и близких.</p><p>Этот образ не входит в медаль &ldquo;Мастерство перевоплощения&rdquo;.</p>",
933412,Праздничный аватар 2021,
933413,"<p>Украсив своего персонажа аватаром <a href=""https://tmgame.ru/files/avatars/00000243_info.png"">символа текущего года</a>, вы получите заряд хорошего настроения, которым сможете одарить окружающих друзей и близких.</p><p>Этот образ не входит в медаль &ldquo;Мастерство перевоплощения&rdquo;.</p>",
933417,Мощный аватар 2021,
933418,"<p>Украсив своего персонажа аватаром <a href=""https://tmgame.ru/files/avatars/00000244_info.png"">символа текущего года</a>, вы получите заряд хорошего настроения, которым сможете одарить окружающих друзей и близких.</p><p>Этот образ не входит в медаль &ldquo;Мастерство перевоплощения&rdquo;.</p>",
933422,Грозный аватар 2021,
933423,"<p>Украсив своего персонажа аватаром <a href=""https://tmgame.ru/files/avatars/00000245_info.png"">символа текущего года</a>, вы получите заряд хорошего настроения, которым сможете одарить окружающих друзей и близких.</p><p>Этот образ не входит в медаль &ldquo;Мастерство перевоплощения&rdquo;.</p>",
933427,Воинственный аватар 2021,
933428,"<p>Украсив своего персонажа аватаром <a href=""https://tmgame.ru/files/avatars/00000246_info.png"">символа текущего года</a>, вы получите заряд хорошего настроения, которым сможете одарить окружающих друзей и близких.</p><p>Этот образ не входит в медаль &ldquo;Мастерство перевоплощения&rdquo;.</p>",
933432,Регалия Читинка,
933439,сапоги СПАРТЫ,
933440,хрен догониш,
933449,уже сбрасывал сегодня,
933450,Сброшено сегодня задание от представителей,
933458,Ветеранский шлем Тигреныша,
933469,Эффект Печати Jo,
933470,"<p><span style=""text-align: justify;"">Увеличивает базовый урон на 10%, здоровье и вампиризм на 20%.</span></p>",
933473,Печать Jo,
933474,"<p>Увеличивает базовый урон на 10%, здоровье и вампиризм на 20%.</p><p><font color=""#0000ff"">Эту печать вы можете наложить не только на себя, но и на своего союзника.&nbsp;Время действия наложенной печати - 24 часа. Однако, при повторном наложении той же печати, время суммируется. На одну и ту же цель не может воздействовать более, чем один тип печати единовременно.<b><br />\n<br />\n</b></font><font color=""#FF0000""><b>Печать можно наложить только на игроков не ниже 7 уровня.</b></font></p>",
933479,Эффект Печати Jack,
933480,"<p><span style=""text-align: justify;"">Увеличивает базовый урон на 10%, оглушение и контратаку на 20%.</span></p>",
933483,Печать Jack,
933484,"<p>Увеличивает базовый урон на 10%, оглушение и контратаку на 20%.</p><p><font color=""#0000ff"">Эту печать вы можете наложить не только на себя, но и на своего союзника.&nbsp;Время действия наложенной печати - 24 часа. Однако, при повторном наложении той же печати, время суммируется. На одну и ту же цель не может воздействовать более, чем один тип печати единовременно.<b><br />\n<br />\n</b></font><font color=""#FF0000""><b>Печать можно наложить только на игроков не ниже 7 уровня.</b></font></p>",
933489,Сундук с накопителями магий,
933490,"<p>&nbsp;Содержит 20 заготовок накопителей магии, которые при открытии сундука заряжаются и получается случайным образом один из видов накопителей магии.</p>",
933494,Пройден опрос про помощников,
933499,Спасибо за пройденный опрос. В знак благодарности получите %ART_GIVEN%.,
933500,Выполнить ежедневных заданий,
933501,Сундуки с накопителями за 5 заданий,
933502,Сундуки с накопителями за 15 заданий,
933503,Сундуки с накопителями за 25 заданий,
933504,Пополнить кристальный счёт,
933505,Сундуки с накопителями за 200 кристаллов,
933506,Сундуки с накопителями за 500 кристаллов,
933507,Сундуки с накопителями за 1000 кристаллов,
933508,Сундуки с накопителями за 2000 кристаллов,
933509,Сундуки с накопителями за 4000 кристаллов,
933510,Потратить кристаллов,
933511,Сундуки с накопителями за траты 200 кристаллов,
933512,Сундуки с накопителями за траты 500 кристаллов,
933513,Сундуки с накопителями за траты 1000 кристаллов,
933514,Сундуки с накопителями за траты 2000 кристаллов,
933515,Сундуки с накопителями за траты 4000 кристаллов,
933516,Потратить золотых монет,
933517,Сундуки с накопителями за траты 60 золотых монет,
933518,Сундуки с накопителями за траты 150 золотых монет,
933519,Сундуки с накопителями за траты 260 золотых монет,
933520,Сундуки с накопителями за траты 450 золотых монет,
933521,Сундуки с накопителями за траты 700 золотых монет,
933522,Одержать побед над боссами,
933523,Обычные накопители магии за 1 босса,
933524,Обычные накопители магии за 3 боссов,
933525,Обычные накопители магии за 5 боссов,
933526,Убить опытных монстров,
933527,Обычные накопители магии за 100 монстров,
933528,Обычные накопители магии за 200 монстров,
933529,Обычные накопители магии за 300 монстров,
933530,Изготовить партий продукции в кузнице,
933531,Обычные накопители магии за 30 партий,
933532,Обычные накопители магии за 70 партий,
933533,Обычные накопители магии за 120 партий,
933534,Магия талисманов,
933535,"Получайте обычные накопители магии и сундуки с накопителями в награду за свои обычные действия в игре до 24.01.2021 г. включительно! Ежедневно можно получать сундуки с накопителями и обычные накопители магии:\n1. За вход в игру. Подробности в задании “Стойкий союзник”\n\n2. За выполнение заданий. Подробности в заданиях “Кристальный водопад”, “Кристальный вклад”, “Золотой вклад”, “Непобедимый воин”, “Сезонная охота”, “Страстный охотник”, “Заслуженный мастер”.\n\n3. За количество выполненных заданий. Выполняя указанные ежедневные задания, за каждый их этап вы будете получать +1 к счётчику выполненных заданий за этот день. В награду за выполнение указанного количества ежедневных заданий вы получите в награду сундуки с накопителями. Можно выполнять ежедневно. В полночь прогресс по этому заданию будет обнуляться.",
933542,"%#3435:CHRS:25%Награда%#3436:CHRS:2,3437:CHRS:6,3438:CHRS:12%",
933543,Стойкий союзник,
933544,Получайте сундуки с накопителями за ежедневный вход в игру.,
933545,Сундуки с накопителями за 1 день,
933546,Сундуки с накопителями за 2 день,
933547,Сундуки с накопителями за 3 день,
933548,Сундуки с накопителями за 4 день,
933549,Сундуки с накопителями за 5 день,
933550,Сундуки с накопителями за 6 день,
933557,"%#4784:TRG:5%Награда%#4778:TRG:1,4779:TRG:2,4780:TRG:3,4781:TRG:4,4782:TRG:5%",
933558,Получен сегодня сундук с накопителем за вход в игру,
933559,Посетить игру дней,
933560,Кристальный водопад,
933561,За пополнение кристального счета счета персонажа вы получите в подарок сундуки с накопителями магии. Учитываются все платежи за текущие сутки. Всего можно получить 72 сундука в день. Можно выполнять ежедневно. В полночь прогресс по этому заданию будет обнуляться.,
933568,"%#3439:CHRS:4000%\nНаграда%#3440:CHRS:2,3441:CHRS:4,3442:CHRS:8,3443:CHRS:18,3444:CHRS:40%",
933569,Кристальный вклад,
933570,"Тратьте кристаллы и получайте сундуки с накопителями магии! Учитываются траты за текущие сутки. Всего можно получить 72 сундука в день. Можно выполнять ежедневно. В полночь прогресс по этому заданию будет обнуляться.\n\nК тратам относятся все покупки товаров в магазинах (кроме мешочков с кристаллами и зубами, любых платежных средств), покупка любых медалей, оплата всех услуг в кузнице, смена ника, расходы на барабан и колесо удачи, покупка аккаунтов в меню персонажа, вскрытие сейфов Гробфта и иные расходы.\n\nВнимание! В счётчике отображаются каждые 100 потраченных кристаллов.",
933577,"%#3445:CHRS:4000%\nНаграда%#3446:CHRS:2,3447:CHRS:4,3448:CHRS:8,3449:CHRS:18,3450:CHRS:40%",
933578,Золотой вклад,
933579,"Тратьте золото и получайте сундуки с накопителями магии! Учитываются траты за текущие сутки. Всего можно получить 21 сундука в день. Можно выполнять ежедневно. В полночь прогресс по этому заданию будет обнуляться.\n\nК тратам относятся все покупки товаров в магазинах (кроме мешочков с кристаллами и зубами, любых платежных средств), оплата всех услуг в кузнице, расходы на колесо удачи и иные расходы.\n\nВнимание! В счётчике отображаются каждые 10 потраченных золотых монет.",
933586,"%#3451:CHRS:700%\nНаграда%#3452:CHRS:1,3453:CHRS:2,3454:CHRS:3,3455:CHRS:6,3456:CHRS:9%",
933587,Непобедимый воин,
933588,За одержанные победы над подходящим соперником враждебной расы вы получите обычные накопители магии. Всего можно получить 90 обычных накопителей магии день. Можно выполнять ежедневно. В полночь прогресс по этому заданию будет обнуляться.,
933595,"%#3426:CHRS:6%\nНаграда%#3427:CHRS:10,3428:CHRS:30,3429:CHRS:50%",
933596,Сезонная охота,
933597,"За одержанные победы над подходящим по уровню боссом вы получите обычные накопители магии. Учитываются победы над боссами любых территорий, за исключением боссов Мрачнолесья и Обсерватории. В боях с командными боссами (Скраббы Улья, боссы Снежного острова и Пещеры холода) учитывается факт получения части командной добычи. Всего можно получить 115 обычных накопителей магии день. Можно выполнять ежедневно. В полночь прогресс по этому заданию будет обнуляться.",
933604,"%#3457:CHRS:5%\nНаграда%#3458:CHRS:10,3459:CHRS:35,3460:CHRS:70%",
933605,Страстный охотник,
933606,За одержанные победы над опытными монстрами вы получите обычные накопители магии. Всего можно получить 30 обычных накопителей магии день. Можно выполнять ежедневно. В полночь прогресс по этому заданию будет обнуляться.,
933613,"%#3461:CHRS:300%\nНаграда%#3462:CHRS:4,3463:CHRS:9,3464:CHRS:17%",
933614,Заслуженный мастер,
933615,За производство любой продукции (за исключением продукции по клановым профессиям) вы получите обычные накопители магии. Всего можно получить 30 обычных накопителей магии день. Можно выполнять ежедневно. В полночь прогресс по этому заданию будет обнуляться.\n\nВнимание! Бонус выдается с небольшой задержкой.,
933622,"%#3465:CHRS:120%\nНаграда%#3466:CHRS:3,3467:CHRS:9,3468:CHRS:18%",
933623,Эффект Печати Зубодёр,
933627,Зубодёр,
933638,выполнил 15 заданий,
933639,выполнил 25 заданий,
933649,Получил - запретить\nНет - разрешить,
933664,заплатил 200 кр - разрешить\nполучил - запретить,
933665,заплатил 500 кр - разрешить\nполучил - запретить,
933666,заплатил 1000 кр - разрешить\nполучил - запретить,
933667,заплатил 2000 кр - разрешить\nполучил - запретить,
933668,заплатил 4000 кр - разрешить\nполучил - запретить,
933670,потратил 200 разрешить,
933671,потратил 500 разрешить,
933672,потратил 1000 разрешить,
933673,потратил 2000 разрешить,
933674,потратил 4000 разрешить,
933686,потратил 60 разрешить,
933687,потратил 150 разрешить,
933688,потратил 260 разрешить,
933689,потратил 450 разрешить,
933690,потратил 700 разрешить,
933702,1 победа,
933703,3 победа,
933704,6 победа,
933711,"Вы убили соперника для задания ""Непобедимый воин"".",
933714,1 босс,
933715,3 босс,
933716,5 босс,
933723,"Вы убили босса для задания ""Сезонная охота"".",
933726,убито 100 - разрешить,
933727,убито 200 - разрешить,
933728,убито 300 - разрешить,
933735,"Вы убили монстра для задания ""Страстный охотник"".",
933738,30 партий есть - разрешить,
933739,70 партий есть - разрешить,
933740,120 партий есть - разрешить,
933750,"Выполняйте ежедневные поручения задания ""Магия талисманов"" и получайте в награду сундуки накопителями магии и обычные накопители магии.",
933752,"<p>Пришло время магии талисманов! Выполняйте ежедневные поручения, указанные в журнале заданий, и получайте в награду накопители магии для зарядки талисманов силы!</p>\n<p style=""text-align: center;""><img src=""https://tmgame.ru/files/art/25381.png"" alt="""" style=""text-align: center;"" />&nbsp;<img src=""https://tmgame.ru/files/art/25143.png"" alt="""" /></p>",
933754,Получил цель на Магию талисманов,
933756,сдан квест на талисманы силы,
933757,цель получена - запретить,
933758,Вы получили %ART_GIVEN% за 1 день входа в игру.,
933759,Вы получили %ART_GIVEN% за 2 дня входа в игру.,
933760,Вы получили %ART_GIVEN% за 3 дня входа в игру.,
933761,Вы получили %ART_GIVEN% за 4 дня входа в игру.,
933762,Вы получили %ART_GIVEN% за 5 дней входа в игру.,
933765,"<p>Уважаемый игрок! Минимальный платеж для участия в акции &quot;Разноцветная неделя&quot; увеличен до <b>70 кристаллов</b>. Будьте внимательнее при совершении платежа!</p>\n<p style=""text-align: center;""><img src=""https://tmgame.ru/files/art/6254.png"" alt="""" style=""text-align: center;"" />&nbsp;<img src=""https://tmgame.ru/files/art/6255.png"" alt="""" />&nbsp;<img src=""https://tmgame.ru/files/art/6256.png"" alt="""" />&nbsp;<img src=""https://tmgame.ru/files/art/6257.png"" alt="""" />&nbsp;<img src=""https://tmgame.ru/files/art/6258.png"" alt="""" />&nbsp;<img src=""https://tmgame.ru/files/art/6259.png"" alt="""" />&nbsp;<img src=""https://tmgame.ru/files/art/6260.png"" alt="""" /></p>",
933767,Вращайте колесо удачи и выигрывайте накопители магии для зарядки талисманов силы!,
933769,Иллюзия темного властелина.,
933773,сумка СПАРТЫ,
933774,сумка для гномских скальпов,
933783,Клык Аух-Тауна,
933791,Эпическое кольцо luck_death,
933798,Перстень luck_death,
933805,Сундук зимы,
933806,"<p>Из Сундука зимы можно однократно получить 90 <a href=""https://w0.tmgame.ru/info/artinfo.php?id=21813"">осколков ледяной снежинки</a>.</p>",
933810,Получить осколки,
933816,"Подарки за пополнение кристального счета персонажа: заговоренный ларец коллекционера за каждые 100 кристаллов при платеже от 100 до 499 кристаллов, волшебный ларец коллекционера за каждые 500 кристаллов при платеже от 500 до 1999 кристаллов и героический ларец коллекционера за каждые 2000 кристаллов при платеже от 2000 кристаллов!",
933817,«Час доблести» пробил! За убийство противников на Острове Посвящения или в Темных Сводах вы получите удвоенное количество доблести.,
933818,Шеф-повара Элинора объявляют «Час печенья» - при победе над противником существует шанс выпадения «Печенья с предсказанием».,
933819,"Техномаги, «День ненависти» пробил! Во время действия акции вы можете получать 3 заряда ненависти вместо 1 при наличии хрустальных шаров.",
933820,"Пробил «Час доблести», количество получаемой в Колизее доблести удвоено.",
933821,"По всему Элинору бушует магический шторм. Каждый кристалл, внесенный на счет персонажа в это время, принесет такое же количество именных монет.",
933822,"Четырехлистный клевер принесет вам удачу! Количество денег, получаемых после боя, увеличено на 100%.",
933823,"Во время действия часа Древних есть небольшой шанс получить сигнумы в бою с подходящими монстрами, не используя печать времени.",
933824,"Всех элинорских птиц распугали крылатые гости. С некоторым шансом вы можете поймать мантикору, скорпикору или гарпию после схватки с подходящими по уровню противниками и опытными монстрами.",
933825,"Лучи красной звезды, показавшейся на небосводе, коснулись ваших доспехов, наделив их невиданной стойкостью. На это время прочность предметов после боев не уменьшается.",
933826,"А на ярмарке широкой уйма всякого добра, торопитесь, элинорцы, вновь пополнить закрома!",
933827,"Когда тринадцатое число выпадает на пятницу, ловкие мурчащие демоны являются техномагам после сражений. А в лавке редкостей становятся доступны аватары черной кошки, кота и котенка.",
933828,В праздничной лавке вы можете потратить Символы Элинора!,
933830,"Больше решительности, воины! И, конечно, больше крепости с ошеломлением! Во время действия акции сражения с подходящими по уровню противниками и боссами, опытными монстрами могут приносить вам печати Хранителей знаний.",
933831,Примите в подарок Руну довольства при пополнении счета за каждые 500 кристаллов от размера одного платежа!,
933832,"Удивительные находки попадаются воинам в Колизее! Одолейте соперника и выиграйте Ключ от С.У.Н.Д.У.К., отпирающий хитроумные замочки хранилища с сокровищами.",
933833,Извлекайте рубидий из доспехов соперников! Победы в Колизее приносят вам рубидиевые пластины.,
933834,Бои Колизея могут принести вам дополнительные трофеи - Призрачные таблички!,
933835,Побеждайте соперников в Колизее и зарабатывайте Элементы Порядка!,
933836,Сражения в Колизее даруют удачливым воинам Призрачные жетоны! \n,
933837,На поверженных соперниках Колизея сияют Искры света! Одержите победу и соберите мерцающие частицы для поиска пути в Мрачнолесье.,
933838,В колизейных баталиях можно заработать эликсиры очищения! Сражайтесь и запасайтесь!,
933839,При пополнении кристального счёта персонажа вместе с Именными монетами вы получите такое же количество Рубиновых монет!,
933840,Воинские медали стали доступнее! Техномаги 6 ранга и выше получают больше очков в ПвП-медали.,
933841,Сражайтесь и богатейте! Каждая победа над подходящим соперником принесет вам Именные монеты!,
933842,Магия стихий покровительствует победителям! Успешные сражения с противниками принесут в награду Тотемы Земли!,
933843,Настал «Час доблести»! Количество получаемой в Темных сводах доблести удвоено.,
933844,"Станьте обладателем сокровищ Гробфтов! Добывайте сейфы, сражаясь с опытными монстрами и подходящими соперниками враждебной расы.",
933845,Настал «Час доблести»! Количество получаемой доблести в Соли-Доре и его подземельях удвоено.,
933846,"У Старосты вновь доступна магия Всезнания и Отрицания, которая увеличит или обнулит получаемый опыт!",
933847,Ваши доспехи сохраняют прочность при поражении в Темных сводах!,
933848,При поражении в Шахте доспехи будут сохранять прочность!,
933849,"В Элиноре снова проходит «Разноцветная неделя»! Собирайте цветики-семицветики, обменивайтесь ими с друзьями и получайте ценные награды!",
933850,Выполните 10 ежедневных заданий командующего экспедицией в Улье и получите в награду Сундук бравого воина!,
933851,"Выполняйте ежедневные задания в Улье и Храме Древних, копите Доклады Командующего и Хранителя и обменивайте их на Сундуки техновоина!",
933852,В Темных сводах каждая победа над соперником принесет дополнительно шкатулку тьмы или света в зависимости от выбранного пути.,
933853,Одна теневая пыль освобождает вдвое больше заточенных душ для задания Ш'актайна «Спасенные души»!,
933854,До конца недели можно приобрести новые медали из серии «Новогоднее настроение»!,
933855,Вы получаете удвоенное количество сигнумов при использовании печати времени!,
933856,Весь день период возрождения Загадочных шаров сокращен до 2 часов!,
933857,"Сегодня втрое увеличено количество Ядовитых шипов, добываемых в Мрачнолесье, а также втрое возросли шансы заполучить Сердце Духа Леса!",
933858,При пополнении счёта персонажа за каждые 500 кристаллов от размера одного платежа вы получите в подарок 25 призрачных табличек и от 5 до 10 осколков таблички по уровню репутации Искателя знания!,
933859,Только сегодня вы можете совершить десант сколько угодно раз на любую из территорий противника на выбор!,
933860,"Успейте воспользоваться скидкой 10% на услуги ""Обмен"" в кузнице и ""Создание предметов"" с установленной опцией ""Обменять""!",
933861,"Примите участие в сражениях и заработайте штандарты! Сила стихий уравнивает параметры героев, их магию и нейтрализует любые усилители. Испытайте себя с равным соперником!",
933863,"Воинские медали стали доступнее! Удвоено количество очков, получаемых в медали за убийство противника заклинанием, использования заклинания при убийстве противника или срабатывание пассивного эффекта при убийстве противника.",
933864,Время больших достижений! Удвоено количество очков в достижения на убийство монстров (боссы не учитываются).,
933865,Активируйте аккаунты Ратника или Стратега на 30 дней и получите доступ к товарам лавки!,
933867,"При пополнении счёта за каждые 500 кристаллов от размера одного платежа вы подарок билет лотереи 3-го тиража! По нему можно выиграть аккаунт ""Баловень судьбы"", инструментарий профи, осколки особого камня, сундук именитого воина или 100 именных монет!",
933868,"Чары Ш'актайна накрыли весь Элинор! Никто не защищен от мгновенной смерти, пока разливается сила тотема смерти!",
933869,"Дабы облегчить жизнь новичкам, боги создали этот набор. Воспользуйся уникальным предложением и получи полезные предметы всего за 59 кристаллов! Доступно только на 3 уровне. Действительно %TIME%",
933870,"Дабы облегчить жизнь новичкам, боги создали этот набор. Воспользуйся уникальным предложением и получи полезные предметы всего за 59 кристаллов! Доступно только на 4 уровне. Действительно %TIME%",
933871,"Дабы облегчить жизнь новичкам, сами боги создали этот набор. Воспользуйся уникальным предложением и получи полезные предметы всего за 219 кристаллов!\nПредложение действительно %TIME%",
933872,"Дабы облегчить жизнь новичкам, сами боги создали этот набор. Воспользуйся уникальным предложением и получи полезные предметы всего за 339 кристаллов!\nПредложение действительно %TIME%",
933873,"Дабы облегчить жизнь новичкам, сами боги создали этот набор. Воспользуйся уникальным предложением и получи полезные предметы всего за 399 кристаллов!\nПредложение действительно %TIME%",
933874,"Дабы облегчить жизнь новичкам, сами боги создали этот набор. Воспользуйся уникальным предложением и получи полезные предметы всего за 501 кристалл!\nПредложение действительно %TIME%",
933875,"Дабы облегчить жизнь новичкам, сами боги создали этот набор. Воспользуйся уникальным предложением и получи полезные предметы всего за 669 кристаллов!\nПредложение действительно %TIME%",
933876,Щедрый подарок от WebMoney! Пополните счет через WMR или WMZ-кошелек и получите в подарок еще 20% кристаллов от суммы платежа!,
933877,"Поговорите с Ш'актайном и помогите ослабить его зависимость от Темного Властелина: побеждая врагов в Темных сводах, освободите заточенные в них души.",
933878,"При наличии соответствующего трактата вы получаете вдвое больше, чем обычно, копий учебников! Акция не распространяется на магазин торговца Торгоба и универсальный трактат.",
933879,Сражения с монстрами и соперниками враждебной расы с шансом подарят вам обычный или героический именной сундучок с разнообразными наградами. Еще больше героических сундучков вы найдете в Лавке редкостей!,
933880,Примите в подарок 1500 элементов порядка при пополнении счета за каждые 300 кристаллов от размера одного платежа!,
933881,Примите в подарок Золотой билет при пополнении счета за каждые 1000 кристаллов от размера одного платежа и выиграйте сертификат на открытие любой медали или уникальный камень!,
933882,"Чёрная пятница в магазинах Элинора! Десятки товаров во всех магазинах, а также медали и достижения продаются со скидкой, а в кузнице скидки на перековку, обмен и создание с опцией ""Обменять"" вещей, смену аур!",
933883,"Ищите березовые, ивовые, дубовые, рябиновые и кленовые листья по всему Элинору, собирайте их в коллекцию и получайте за это замечательные награды! Подробности в новости на форуме и инфопортале.",
933884,Предложение только для вас! Примите в подарок 1000 камней мироздания при пополнении счета за каждые 300 кристаллов от размера одного платежа!,
933885,Каждая покупка за Именные монеты принесет вам прибыль в размере 10% от потраченных средств! Возврат монет будет произведен утром 11 июля.,
